Employee Code,Gender,Location,Designation,Qualification,Married,Age,Left,Reason,No of Yrs in Org,Total yrs of Exp,Sourcing Channel,Avg rating last 2yrs,Avg rating this yrs,No of Promotions,Satisfaction compensation,Satisfaction benefits,Satisfaction work life balance,Satisfaction learning opportunity,Satisfaction,Hygiene seating arrangement,Hygiene egronomics,Hygiene infrastructure,Sentiment existing processes,Sentiment recently launched policies,Team performanc goal orientation,Team performanc timely delivery,Team performanc managers interpersonal issues ,Transparency channels of feedback,Transparency communication across peers,Transparency communiction with superior,Transparency newly rolled out process,Challenging organizational environment,Curiosity or Skill-will,Control,Competitive  organizational environment,Appropriate recognition,Co-operative environment,Engagement score external,Engagement score Internal,Engagement,Retention case,Avoidable vs Unavoidable (attrition),Rehire in future,Sentiment towards org
E629,Male,Mumbai,RM1,PGDM/MBA_Mkt,NO,23,1,,3,4.2,Agency,3.6,4.59,0,3,4,5,2,3.5,1,2,3,2,2,4,4,3,4,5,4,4,4,4,3,4,3,3,3.26,3.44,3.35,,,,2
E630,Male,NCR,RM3,PGDM/MBA_Mkt,NO,23,0,Better Prospects,1.1,11.5,Reference,NJ-15,NA,0,3,4,2,3,3.0,4,3,4,4,1,4,5,2,3,4,4,4,5,4,4,4,2,4,3.31,3.78,3.55,NO,NA,NO,4
E631,Male,Chennai,RM1,BCOM,NO,24,0,Better Prospects,1.2,1.2,Online,NJ-15,NA,0,2,4,1,4,2.8,4,4,5,4,4,5,5,3,4,4,4,4,4,3,3,4,3,2,3.73,3.17,3.45,NO,NA,NO,2
E632,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,22,0,Personal,0.6,6.2,Reference,NJ-16,NJ-16,0,4,4,4,4,4.0,4,2,4,4,3,2,4,4,3,4,4,2,5,1,1,4,3,4,3.49,2.92,3.20,NO,NA,NO,3
E633,Female,Mumbai,RM3,PGDM/MBA_Mkt,NO,27,1,,0,13.7,Online,NJ-16,NJ-16,0,2,4,4,4,3.5,3,1,1,4,2,5,2,3,2,4,4,4,4,4,4,4,4,3,3.12,3.83,3.47,,,,2
E634,Male,NCR,RM1,PGDM/MBA_Mkt,YES,30,0,Better Prospects,1.3,3.3,Online,NJ-15,NA,0,5,4,5,5,4.8,2,5,5,5,3,5,1,3,5,5,2,1,4,3,4,4,4,4,3.81,3.83,3.82,NO,NA,NO,4
E635,Male,Mumbai,RM3,PGDM/MBA_Mkt,NO,23,1,,3.9,9.9,Reference,4.0,3.63,0,5,4,1,4,3.5,4,2,4,4,4,4,3,3,3,4,2,5,5,5,4,4,2,4,3.50,4.00,3.75,,,,2
E636,Female,Bangalore,RM1,PGDM/MBA_Mkt,NO,23,1,,0.6,4.2,Reference,NJ-16,NJ-16,0,5,4,5,4,4.5,4,2,5,4,4,4,3,2,3,4,2,5,4,4,4,5,4,5,3.75,4.33,4.04,,,,1
E637,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,26,0,Job Environment ,5.4,10.3,Agency,4.3,NA,1,2,4,5,3,3.5,4,3,4,4,3,3,2,2,1,4,4,4,4,4,3,4,4,4,3.30,3.83,3.57,YES,UA,,4
E638,Female,Chennai,RM1,PGDM/MBA_Mkt,YES,28,0,Personal,0.7,3.9,IJP,NJ-16,NJ-16,0,4,5,3,2,3.5,4,4,3,4,3,2,4,3,4,4,4,2,5,5,2,3,4,1,3.38,3.33,3.36,NO,NA,NO,2
E639,Male,Chennai ,RM2,PGDM/MBA_Mkt,NO,24,0,Better Prospects,2.5,4.9,Online,4.1,NA,0,3,5,2,3,3.3,4,5,5,4,5,4,1,4,2,4,4,1,5,2,1,3,1,4,3.49,2.67,3.08,NO,NA,NO,3
E640,Female,Mumbai,RM4,PGDM/MBA_Mkt,NO,23,0,Personal,0,24.6,Walk in,NJ-16,NJ-16,0,2,5,2,5,3.5,4,2,5,4,5,5,3,4,5,4,3,3,4,4,3,5,4,3,3.76,3.83,3.80,NO,NA,NO,1
E641,Female,Mumbai,RM1,PGDM/MBA_Mkt,NO,33,1,,3,4.6,IJP,4.0,4.57,0,5,5,5,5,5.0,4,3,4,5,4,4,4,5,3,4,4,4,4,5,4,4,3,4,4.29,4.00,4.15,,,,3
E642,Female,Bangalore,RM3,PGDM/MBA_Mkt,NO,29,1,,6,9.5,Online,4.5,3.65,3,2,4,5,5,4.0,3,3,4,4,4,5,1,4,2,4,4,2,4,5,4,5,4,5,3.53,4.50,4.01,,,,1
E643,Female,NCR,RM3,PGDM/MBA_Mkt,NO,25,0,Personal,2.8,10.7,Agency,3.2,NA,0,5,5,5,5,5.0,4,1,5,5,5,1,3,4,5,5,4,5,4,2,4,4,3,5,4.24,3.67,3.95,NO,NA,NO,4
E644,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,25,0,Involuntary,1.6,5.1,Reference,NJ-15,NA,0,4,4,2,3,3.3,3,5,4,4,4,4,3,4,5,4,4,4,5,3,5,5,2,4,3.74,4.00,3.87,NO,NA,NO,2
E645,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,27,1,,4.1,12.4,IJP,4.3,3.54,1,2,4,5,3,3.5,1,2,4,4,4,5,1,2,1,4,3,3,4,4,5,3,4,4,2.99,4.00,3.50,,,,1
E646,Female,NCR,RM2,PGDM/MBA_Mkt,NO,25,1,,3.8,4.1,Reference,4.0,3.85,0,5,4,4,4,4.3,4,4,4,4,4,2,3,4,1,4,3,3,5,3,4,3,5,4,3.64,4.00,3.82,,,,4
E647,Male,Mumbai,RM3,PGDM/MBA_Mkt,NO,28,1,,4.9,11.5,Agency,4.2,4.17,1,2,4,2,3,2.8,3,3,4,3,4,2,3,3,3,3,4,4,4,4,5,4,3,5,3.14,4.17,3.65,,,,1
E648,Male,Chennai ,RM2,PGDM/MBA_Mkt,NO,27,0,Job Environment ,3.2,2.8,Online,3.6,NA,0,3,4,3,3,3.3,4,2,4,4,4,5,2,3,3,4,4,4,4,5,4,4,4,4,3.52,4.17,3.85,YES,A,,4
E649,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,23,0,Involuntary,2.9,3.1,Agency,3.9,NA,0,5,4,5,2,4.0,4,2,4,4,5,3,2,4,2,4,5,5,4,5,5,4,2,4,3.80,4.00,3.90,NO,NA,NO,2
E650,Male,NCR,RM3,PGDM/MBA_Mkt,NO,30,1,,5.6,12.4,Reference,4.6,3.28,1,2,4,3,1,2.5,5,4,4,5,4,4,5,3,4,4,3,3,4,4,4,4,3,5,3.54,4.00,3.77,,,,4
E651,Male,NCR,RM2,PGDM/MBA_Mkt,YES,29,1,,4,5.7,Reference,4.2,3.98,2,2,5,5,5,4.3,5,1,5,4,5,4,4,2,3,4,4,4,4,4,5,4,3,5,3.94,4.17,4.05,,,,4
E652,Male,Bangalore,RM4,PGDM/MBA_Mkt,YES,32,1,,2.5,21.5,Reference,3.6,3.37,0,5,4,3,4,4.0,4,4,4,4,1,4,3,4,4,4,5,3,4,5,2,4,5,3,3.76,3.83,3.80,,,,4
E653,Female,Mumbai,RM3,PGDM/MBA_Mkt,YES,25,1,,2.9,13.6,IJP,4.4,4.17,0,4,3,4,2,3.3,4,2,4,4,5,2,3,5,1,4,2,5,4,5,5,4,2,4,3.33,4.00,3.66,,,,1
E654,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,24,1,,2.5,3.1,Reference,3.7,4.17,0,4,5,2,4,3.8,3,2,4,4,4,2,5,2,5,4,4,4,4,4,4,4,1,4,3.63,3.50,3.57,,,,1
E655,Female,Mumbai,RM1,PGDM/MBA_Mkt,YES,25,1,,2.2,4.9,IJP,4.3,3.65,0,2,5,5,4,4.0,2,4,4,4,2,3,2,5,4,4,3,4,4,4,5,4,4,4,3.55,4.17,3.86,,,,4
E656,Female,Chennai,RM3,PGDM/MBA_Mkt,YES,24,1,,3,12.7,Online,4.1,3.65,0,3,4,4,2,3.3,3,2,4,4,2,4,1,2,2,4,4,4,5,4,4,3,4,5,3.03,4.17,3.60,,,,2
E657,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,25,1,,1.6,4.2,Walk in,NJ-15,3.59,0,5,5,3,4,4.3,5,2,4,4,4,1,1,2,1,4,4,4,4,2,4,4,4,5,3.33,3.83,3.58,,,,4
E658,Male,NCR,RM5,PGDM/MBA_Mkt,NO,22,1,,3.8,29,Online,4.5,4.17,1,4,5,2,4,3.8,5,2,4,4,3,3,3,4,3,4,4,3,4,5,2,5,5,5,3.57,4.33,3.95,,,,1
E659,Female,Bangalore,RM4,PGDM/MBA_Mkt,YES,26,1,,4.9,24.3,Online,4.3,3.57,1,5,4,4,4,4.3,5,4,5,3,4,3,2,3,5,3,1,3,4,2,1,4,5,5,3.66,3.50,3.58,,,,4
E660,Male,Mumbai,RM4,PGDM/MBA_Mkt,NO,23,1,,2.9,23.6,Campus,3.9,3.93,0,4,4,2,2,3.0,5,2,4,4,4,3,4,2,1,4,5,4,5,5,4,3,4,4,3.35,4.17,3.76,,,,2
E661,Male,NCR,RM3,PGDM/MBA_Mkt,YES,27,1,,0,13.2,Reference,NJ-16,NJ-16,0,2,4,1,4,2.8,3,2,3,4,2,2,3,4,4,4,3,4,5,4,4,5,5,2,3.00,4.11,3.56,,,,4
E662,Female,Mumbai,RM3,PGDM/MBA_Mkt,YES,27,1,,3.9,11.4,IJP,4.1,3.28,0,4,5,1,2,3.0,3,1,5,4,4,4,2,4,3,2,1,2,5,4,2,5,2,4,2.96,3.61,3.29,,,,3
E663,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,4.5,5.8,Walk in,4.3,4.17,1,5,5,4,5,4.8,4,3,4,2,2,3,2,2,4,2,3,4,4,4,4,5,5,4,3.46,4.39,3.92,,,,1
E664,Male,Bangalore,RM3,PGDM/MBA_Mkt,YES,29,1,,5.5,14.9,Reference,4.3,4.17,1,4,4,4,3,3.8,3,3,5,3,4,3,4,2,5,3,3,3,5,3,4,5,4,5,3.55,4.39,3.97,,,,4
E665,Female,Mumbai,RM1,PGDM/MBA_Mkt,NO,24,1,,4.3,4.3,Online,4.3,4.50,1,4,5,5,3,4.3,3,2,5,4,1,5,2,3,4,5,5,3,4,4,5,5,3,4,3.73,4.22,3.98,,,,3
E666,Male,Chennai ,RM2,PGDM/MBA_Mkt,NO,23,1,,0,3.9,Walk in,NJ-16,NJ-16,0,1,5,2,3,2.8,2,2,4,5,3,5,4,2,3,5,2,4,5,4,5,5,2,4,3.26,4.22,3.74,,,,2
E667,Male,Mumbai,RM1,PGDM/MBA_Mkt,NO,29,1,,1.7,5.2,Online,NJ-15,3.61,0,3,5,4,4,4.0,1,4,4,4,1,4,1,1,2,4,3,5,4,5,5,5,4,5,3.19,4.62,3.90,,,,1
E668,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,25,1,,6.3,9.9,Reference,4.2,3.28,2,2,5,2,1,2.5,3,4,4,5,4,5,4,4,3,5,4,2,4,4,2,5,2,3,3.54,3.39,3.46,,,,3
E669,Male,Chennai ,RM2,PGDM/MBA_Mkt,YES,27,1,,2.9,2.6,Online,4.0,3.56,0,4,4,4,2,3.5,4,4,5,3,2,1,3,2,4,3,2,4,4,4,5,5,1,5,3.21,4.00,3.60,,,,4
E670,Male,NCR,RM4,PGDM/MBA_Mkt,NO,23,1,,3.8,19.7,Campus,4.2,3.37,1,4,5,3,2,3.5,2,1,5,4,4,4,4,2,5,4,4,5,4,5,4,5,5,5,3.63,4.67,4.15,,,,5
E671,Female,Bangalore,RM1,PGDM/MBA_Mkt,YES,30,1,,1.9,3.9,Reference,NJ-15,4.50,0,5,5,5,3,4.5,4,3,5,4,4,5,3,4,3,5,5,2,4,4,5,5,3,5,4.08,4.33,4.21,,,,
E672,Female,NCR,RM2,PGDM/MBA_Mkt,YES,25,1,,1.2,4.2,Agency,NJ-15,3.56,0,5,5,1,2,3.3,4,1,4,4,4,1,2,1,5,4,2,5,4,4,4,5,2,5,3.17,3.94,3.56,,,,
E673,Female,Mumbai,RM1,PGDM/MBA_Mkt,NO,24,1,,0.9,4.3,IJP,NJ-16,NJ-16,0,4,5,4,3,4.0,2,4,5,4,3,3,4,2,3,4,1,2,4,4,4,5,3,4,3.37,3.94,3.66,,,,
E674,Male,NCR,RM3,PGDM/MBA_Mkt,YES,26,1,,7,12.2,IJP,4.4,3.65,2,5,4,4,2,3.8,4,2,5,4,4,5,4,3,4,4,1,2,4,4,4,5,4,4,3.51,4.11,3.81,,,,
E675,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,27,1,,0,13.6,Agency,NJ-16,NJ-16,0,4,4,4,1,3.3,4,3,5,3,4,2,1,5,5,3,3,4,5,4,5,4,4,4,3.43,4.33,3.88,,,,
E676,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,1.8,4.9,Reference,NJ-15,3.61,0,4,4,4,2,3.5,4,1,4,5,4,3,3,3,4,5,2,3,4,3,4,4,3,4,3.38,3.67,3.52,,,,
E677,Female,Chennai,RM3,PGDM/MBA_Mkt,YES,24,1,,2.8,13.5,Walk in,4.0,3.65,0,5,5,2,2,3.5,2,4,5,3,4,4,3,2,4,3,4,2,3,4,4,4,3,4,3.38,3.67,3.52,,,,
E678,Female,NCR,RM1,PGDM/MBA_Mkt,NO,23,1,,0.7,3.7,Walk in,NJ-16,NJ-16,0,2,5,4,1,3.0,4,2,5,5,4,2,2,2,4,5,3,4,3,4,4,4,4,2,3.29,3.44,3.37,,,,
E679,Female,Bangalore,RM1,BCOM,YES,33,1,,0.6,2.5,Walk in,NJ-16,NJ-16,0,5,4,2,5,4.0,4,5,4,5,3,3,5,2,3,5,2,4,4,4,5,4,4,5,3.76,4.39,4.08,,,,
E680,Female,Mumbai,RM2,PGDM/MBA_Mkt,YES,25,1,,0.2,5.2,Reference,NJ-16,NJ-16,0,3,5,5,2,3.8,5,2,5,4,3,2,3,3,3,4,2,2,3,2,3,4,4,3,3.33,3.17,3.25,,,,
E681,Female,Chennai,RM1,PGDM/MBA_Mkt,YES,27,0,Better Prospects,1.3,3.6,Walk in,NJ-15,NA,0,3,4,3,1,2.8,3,2,4,3,4,2,3,3,2,3,4,2,5,3,1,4,1,3,2.87,2.89,2.88,NO,NA,NO,4
E682,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,25,1,,0.9,3.8,Walk in,NJ-16,NJ-16,0,4,5,5,1,3.8,3,4,5,4,4,4,2,3,3,4,2,3,5,5,2,3,5,4,3.51,4.03,3.77,,,,5
E683,Male,Bangalore,RM3,PGDM/MBA_Mkt,YES,28,1,,0.1,14,Reference,NJ-16,NJ-16,0,5,5,2,4,4.0,3,2,4,5,5,5,1,3,2,5,4,2,5,5,1,4,3,2,3.59,3.38,3.49,,,,2
E684,Male,Bangalore,RM4,PGDM/MBA_Mkt,NO,23,1,,0.3,25,Reference,NJ-16,NJ-16,0,5,4,1,2,3.0,4,2,4,4,5,2,3,3,2,4,1,1,4,4,4,5,5,2,2.94,4.02,3.48,,,,4
E685,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,30,1,,2.7,14.8,Reference,4.0,3.65,0,3,4,4,4,3.8,1,1,4,3,5,2,4,4,1,3,2,4,5,5,2,3,4,4,3.10,3.88,3.49,,,,2
E686,Male,Chennai,RM1,BBA,YES,32,1,,0.3,1,Campus,NJ-16,NJ-16,0,4,4,4,4,4.0,2,1,4,3,3,5,5,2,4,3,3,2,5,3,4,5,3,3,3.35,3.83,3.59,,,,3
E687,Male,Chennai,RM1,BCOM,NO,24,1,,0.3,1,IJP,NJ-16,NJ-16,0,4,4,4,2,3.5,3,4,4,5,5,2,3,1,2,5,4,2,5,4,3,3,2,2,3.32,3.18,3.25,,,,5
E688,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,25,1,,2.7,2.9,Walk in,4.0,3.98,0,4,4,2,4,3.5,3,3,4,4,4,2,2,2,5,4,3,4,5,5,2,4,4,4,3.38,3.98,3.68,,,,5
E689,Male,NCR,RM3,PGDM/MBA_Mkt,NO,24,1,,0.5,10.9,Walk in,NJ-16,NJ-16,0,4,4,4,1,3.3,2,3,4,4,5,4,1,5,4,4,2,1,5,4,1,4,4,4,3.25,3.72,3.49,,,,3
E690,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,2.9,2.9,Campus,4.2,4.17,0,5,4,3,5,4.3,3,4,4,4,4,2,2,2,2,4,4,2,5,4,3,3,3,4,3.39,3.69,3.54,,,,4
E691,Female,NCR,RM1,PGDM/MBA_Mkt,YES,31,1,,2.5,5.2,Reference,4.0,3.94,0,5,4,2,5,4.0,2,4,4,4,4,2,3,2,4,4,4,3,4,4,2,5,4,4,3.53,3.75,3.64,,,,2
E692,Male,NCR,RM1,PGDM/MBA_Mkt,YES,32,1,,1.8,3.1,Agency,NJ-15,4.58,0,3,4,3,4,3.5,1,4,4,3,4,5,4,4,3,4,3,5,4,3,4,5,4,1,3.62,3.50,3.56,,,,4
E693,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,24,1,,2.3,4.1,Reference,3.6,3.86,0,4,4,3,2,3.3,2,2,4,4,2,1,1,2,2,4,3,3,5,5,2,5,5,4,2.72,4.25,3.49,,,,4
E694,Male,NCR,RM4,PGDM/MBA_Mkt,NO,23,1,,1.6,23.5,Campus,NJ-15,3.89,0,2,4,5,1,3.0,2,3,4,2,5,4,3,2,2,2,3,2,5,3,4,5,2,4,2.88,3.83,3.36,,,,4
E695,Female,Bangalore,RM1,PGDM/MBA_Mkt,YES,29,1,,1.8,2.8,Campus,NJ-15,3.63,0,5,4,4,3,4.0,1,4,4,4,3,3,1,3,1,4,2,2,4,5,2,4,1,4,3.06,3.25,3.15,,,,2
E696,Female,NCR,RM1,PGDM/MBA_Mkt,YES,25,1,,0.7,3.6,Online,NJ-16,NJ-16,0,4,4,3,4,3.8,5,1,4,3,5,3,2,2,3,3,5,2,5,5,2,4,3,2,3.34,3.42,3.38,,,,3
E697,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,25,1,,0.2,12.4,Agency,NJ-16,NJ-16,0,5,4,4,5,4.5,2,5,5,5,5,4,3,4,2,5,3,3,5,4,4,4,4,5,4.03,4.32,4.17,,,,
E698,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,1.6,5.9,Agency,NJ-15,4.72,0,4,4,3,4,3.8,3,2,4,3,4,4,4,5,2,4,4,3,5,3,1,4,4,3,3.57,3.33,3.45,,,,
E699,Female,NCR,RM3,PGDM/MBA_Mkt,YES,23,1,,3,14.1,Campus,4.2,4.17,0,5,4,4,2,3.8,1,5,4,3,3,4,4,4,3,3,2,3,5,4,1,4,4,4,3.40,3.67,3.53,,,,
E700,Female,Bangalore,RM1,PGDM/MBA_Mkt,YES,30,1,,0,4.1,Online,NJ-16,NJ-16,0,4,4,4,4,4.0,4,5,4,4,2,2,1,2,1,4,1,3,5,5,3,4,3,1,3.12,3.50,3.31,,,,
E701,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,25,1,,2.3,2.3,Campus,4.3,4.59,0,4,5,4,4,4.3,2,4,4,4,3,4,4,5,4,4,4,3,4,4,2,4,4,4,3.90,3.67,3.78,,,,
E702,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,24,1,,2.2,3.9,Walk in,4.0,3.56,0,2,4,2,4,3.0,4,4,4,3,4,4,4,5,4,3,4,4,4,3,3,5,3,4,3.65,3.67,3.66,,,,
E703,Male,Chennai,RM3,PGDM/MBA_Mkt,NO,24,1,,1.2,13.7,Walk in,NJ-15,3.94,0,5,4,4,4,4.3,4,4,4,3,4,1,3,3,2,3,5,2,5,3,2,5,4,4,3.49,3.83,3.66,,,,
E704,Male,Bangalore,RM1,PGDM/MBA_Mkt,YES,25,1,,1.9,3.7,Campus,NJ-15,4.50,0,3,4,3,5,3.8,2,5,3,5,4,4,4,4,2,5,4,1,4,5,1,5,4,5,3.57,3.92,3.75,,,,
E705,Male,Chennai,RM5,PGDM/MBA_Mkt,YES,27,0,Better Prospects,1.6,31.7,Online,NJ-15,NA,0,5,4,2,4,3.8,4,2,4,3,1,2,2,3,2,3,2,2,5,4,3,3,4,4,2.87,3.83,3.35,NO,NA,NO,4
E706,Female,Chennai ,RM4,PGDM/MBA_Mkt,YES,24,1,,0.3,20.5,Online,NJ-16,NJ-16,0,5,4,2,4,3.8,1,5,5,4,5,5,5,1,4,4,1,5,4,4,5,5,5,4,3.75,4.50,4.13,,,,5
E707,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,24,1,,0.7,3.2,Campus,NJ-16,NJ-16,0,5,5,3,4,4.3,5,4,5,2,3,5,2,2,5,2,2,2,5,4,2,4,3,3,3.54,3.45,3.50,,,,2
E708,Male,Bangalore,RM1,BBA,YES,24,1,,0,0,Walk in,NJ-16,NJ-16,0,1,4,4,1,2.5,5,4,4,4,5,4,3,3,4,4,3,2,4,4,4,5,4,2,3.38,3.83,3.61,,,,4
E709,Male,NCR,RM3,PGDM/MBA_Mkt,YES,30,1,,0.9,10.5,Walk in,NJ-16,NJ-16,0,2,4,5,4,3.8,4,4,4,3,4,4,5,2,2,3,2,4,4,3,5,4,3,3,3.51,3.67,3.59,,,,2
E710,Male,Bangalore,RM2,PGDM/MBA_Mkt,NO,27,1,,1.9,4.5,Walk in,NJ-15,3.86,0,1,3,2,3,2.3,2,5,4,4,4,4,4,3,2,4,1,2,4,4,2,5,2,4,2.96,3.50,3.23,,,,3
E711,Male,Chennai ,RM2,PGDM/MBA_Mkt,YES,25,0,Location,0,2.9,Walk in,NJ-16,NJ-16,0,3,4,1,4,3.0,1,1,4,3,4,5,2,4,2,3,1,2,5,2,3,3,1,3,2.76,2.83,2.80,NO,NA,NO,5
E712,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,29,1,,0,5.2,Online,NJ-16,NJ-16,0,5,5,2,3,3.8,3,3,5,4,4,2,1,2,4,4,1,3,5,4,4,5,5,1,3.22,4.00,3.61,,,,5
E713,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,25,1,,1.2,12.5,IJP,NJ-15,3.14,0,2,5,2,2,2.8,5,5,5,4,4,5,3,2,4,4,2,2,3,5,2,5,2,5,3.46,3.67,3.56,,,,3
E714,Male,NCR,RM1,PGDM/MBA_Mkt,YES,25,1,,0,3.1,Reference,NJ-16,NJ-16,0,5,5,5,4,4.8,5,2,4,2,4,3,3,2,3,2,3,4,4,5,4,5,2,4,3.57,4.00,3.79,,,,4
E715,Female,NCR,RM3,PGDM/MBA_Mkt,YES,28,1,,1.7,13.2,Campus,NJ-15,3.91,0,5,4,3,4,4.0,3,5,4,5,4,4,2,4,2,5,3,2,4,3,2,3,4,4,3.65,3.33,3.49,,,,2
E716,Male,Bangalore,RM1,PGDM/MBA_Mkt,NO,23,1,,0.5,2.9,Reference,NJ-16,NJ-16,0,4,4,4,4,4.0,2,4,4,5,3,3,4,2,2,5,4,4,4,3,2,2,3,4,3.59,3.00,3.30,,,,4
E717,Female,NCR,RM1,PGDM/MBA_Mkt,YES,32,0,Better Prospects,3.1,3.9,Agency,4.1,NA,0,3,4,1,4,3.0,4,4,4,5,3,5,3,3,3,5,1,2,5,4,1,4,1,4,3.35,3.17,3.26,NO,NA,NO,4
E718,Male,Chennai ,RM2,PGDM/MBA_Mkt,NO,24,1,,3,3.6,Agency,4.1,3.98,0,3,4,4,2,3.3,3,4,4,3,4,4,1,3,3,3,4,4,4,4,4,4,1,4,3.31,3.50,3.40,,,,4
E719,Female,Mumbai,RM1,PGDM/MBA_Mkt,YES,25,1,,2.8,4.2,Campus,4.3,3.54,0,2,4,4,2,3.0,4,4,4,2,4,4,2,4,4,2,4,5,5,3,3,4,2,5,3.41,3.67,3.54,,,,2
E720,Male,Chennai ,RM4,PGDM/MBA_Mkt,YES,27,1,,1.1,24.1,Online,NJ-15,4.00,0,3,5,3,3,3.5,4,5,5,4,4,4,1,2,1,4,3,3,4,3,1,4,4,5,3.38,3.50,3.44,,,,3
E721,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,27,1,,1.4,3.6,Campus,NJ-15,3.61,0,2,4,2,2,2.5,2,2,4,2,1,4,4,2,1,2,3,1,5,5,4,4,2,5,2.38,4.08,3.23,,,,
E722,Male,Mumbai,RM3,PGDM/MBA_Mkt,YES,29,1,,2.9,14.2,Walk in,4.2,4.17,0,4,3,1,4,3.0,4,3,4,4,2,5,5,4,4,4,2,3,5,3,4,5,4,4,3.47,4.17,3.82,,,,
E723,Male,NCR,RM3,PGDM/MBA_Mkt,YES,29,1,,3.4,10.4,Walk in,4.1,3.63,0,2,5,2,2,2.8,4,2,5,4,3,2,3,1,4,4,5,1,4,4,4,5,5,5,3.04,4.50,3.77,,,,
E724,Male,Chennai,RM1,BBA,YES,25,1,,0,0,Walk in,NJ-16,NJ-16,0,4,4,3,5,4.0,4,4,4,4,1,5,2,1,3,4,2,2,4,2,4,4,2,3,3.24,3.17,3.20,,,,
E725,Male,NCR,RM1,PGDM/MBA_Mkt,NO,24,1,,2.9,3.9,Campus,3.1,3.65,0,4,4,4,5,4.3,1,2,4,3,2,4,4,3,4,3,3,3,4,4,3,5,3,4,3.37,3.83,3.60,,,,
E726,Female,Bangalore,RM3,PGDM/MBA_Mkt,YES,28,1,,0.4,14.2,Online,NJ-16,NJ-16,0,1,5,3,4,3.1,4,3,5,4,4,4,5,2,3,4,5,2,4,3,4,4,2,3,3.57,3.33,3.45,,,,
E727,Male,Mumbai,RM2,PGDM/MBA_Mkt,NO,24,1,,4,5.9,Online,4.3,3.56,1,5,4,2,4,3.8,3,5,5,5,5,1,4,4,2,5,4,3,4,4,3,5,4,4,3.75,4.00,3.88,,,,
E728,Female,Chennai ,RM2,PGDM/MBA_Mkt,YES,32,1,,4.1,2.9,Online,4.4,3.57,2,5,4,1,4,3.4,4,2,5,4,2,5,4,4,3,4,2,4,4,3,1,4,3,4,3.53,3.17,3.35,,,,
E729,Male,Chennai,RM1,PGDM/MBA_Mkt,YES,28,0,Location,1.9,3.2,Walk in,NJ-15,NA,0,1,5,5,4,3.7,3,1,4,3,3,4,2,3,2,3,1,2,4,4,4,5,4,4,2.90,4.17,3.53,NO,NA,NO,1
E730,Female,NCR,RM3,PGDM/MBA_Mkt,YES,30,1,,2.8,12.5,IJP,4.1,3.96,0,4,4,3,4,3.8,2,5,4,4,4,4,1,3,5,4,4,2,4,4,4,3,4,3,3.57,3.67,3.62,,,,
E731,Male,Mumbai,RM4,PGDM/MBA_Mkt,NO,24,1,,1.6,23.5,Campus,NJ-15,3.57,0,4,4,4,4,4.0,4,2,5,4,2,1,3,3,3,4,3,2,4,2,4,3,2,3,3.29,3.00,3.15,,,,
E732,Male,Bangalore,RM2,PGDM/MBA_Mkt,YES,29,1,,0.9,3.7,Online,NJ-16,NJ-16,0,5,4,4,4,4.3,4,2,4,4,3,3,3,2,3,4,2,4,4,5,4,5,4,5,3.49,4.42,3.95,,,,
E733,Female,Bangalore,RM2,PGDM/MBA_Mkt,YES,25,1,,0.3,3.9,Walk in,NJ-16,NJ-16,0,4,5,5,3,4.3,4,3,4,3,2,3,2,2,1,3,4,2,4,5,3,3,4,4,3.14,3.78,3.46,,,,
E734,Female,Bangalore,RM2,PGDM/MBA_Mkt,NO,23,1,,1.6,4.2,Campus,NJ-15,3.56,0,4,5,4,3,4.0,4,4,4,5,1,4,4,3,4,5,3,3,4,5,2,5,4,5,3.76,4.17,3.97,,,,
E735,Male,Chennai,RM3,PGDM/MBA_Mkt,YES,30,1,,2.4,13.2,Online,4.0,3.65,0,1,4,5,4,3.5,2,4,5,4,3,2,1,4,2,4,1,3,4,3,1,4,1,3,3.09,2.67,2.88,,,,
